0 1 1 -1 1 -2 3 0 1 2
3 -2 3 2 5 -2 5 0 -1 4
3 -4 1 4 5 -4 5 2 7 -2
3 4 7 -4 -1 6 5 -6 7 2
9 -2 1 6 7 -6 9 2 11 -2
7 4 11 -4 -3 8 5 -8 5 6
11 -6 1 8 9 -8 9 4 13 -4
11 2 13 -2 7 6 13 -6 13 0
-3 10 7 -10 -1 10 9 -10 5 8
13 -8 11 4 15 -4 1 10 11 -10
7 8 15 -8 3 10 13 -10 15 2
17 -2 -1 12 11 -12 9 8 17 -8
17 0 15 4 19 -4 17 2 19 -2
11 8 19 -8 -5 14 9 -14 -3 14
11 -14 19 0 5 12 17 -12 -1 14
13 -14 17 4 21 -4 13 8 21 -8
7 12 19 -12 11 10 21 -10 3 14
17 -14 -7 16 9 -16 -5 16 11 -16
17 6 23 -6 5 14 19 -14 21 2
23 -2 13 10 23 -10 11 12 23 -12
19 6 25 -6 21 4 25 -4 3 16
19 -16 -7 18 11 -18 9 14 23 -14
13 12 25 -12 5 16 21 -16 -1 18
17 -18 19 8 27 -8 23 4 27 -4
17 10 27 -10 7 16 23 -16 25 2
27 -2 -9 20 11 -20 -7 20 13 -20
23 6 29 -6 13 14 27 -14 19 10
29 -10 25 4 29 -4 11 16 27 -16
1 20 21 -20 7 18 25 -18 15 14
29 -14 -7 22 15 -22 19 12 31 -12
-5 22 17 -22 29 2 31 -2 -3 22
19 -22 17 14 31 -14 -1 22 21 -22
25 8 33 -8 31 0 11 18 29 -18
15 16 31 -16 1 22 23 -22 -11 24
13 -24 19 14 33 -14 31 2 33 -2
-7 24 17 -24 13 18 31 -18 9 20
29 -20 29 6 35 -6 23 12 35 -12
5 22 27 -22 31 4 35 -4 -1 24
23 -24 33 2 35 -2 7 22 29 -22
-11 26 15 -26 29 8 37 -8 25 12
37 -12 13 20 33 -20 -3 26 23 -26
21 16 37 -16 5 24 29 -24 35 2
37 -2 -1 26 25 -26 25 14 39 -14
-13 28 15 -28 -11 28 17 -28 23 16
39 -16 13 22 35 -22 17 20 37 -20
3 26 29 -26 37 2 39 -2 -5 28
23 -28 31 10 41 -10 33 8 41 -8
-3 28 25 -28 27 14 41 -14 15 22
37 -22 37 4 41 -4 -13 30 17 -30
7 26 33 -26 1 28 29 -28 39 2
41 -2 33 10 43 -10 31 12 43 -12
37 6 43 -6 9 26 35 -26 41 0
39 4 43 -4 25 18 43 -18 5 28
33 -28 19 22 41 -22 11 26 37 -26
31 14 45 -14 23 20 43 -20 -13 32
19 -32 1 30 31 -30 21 22 43 -22
-7 32 25 -32 41 4 45 -4 9 28
37 -28 -5 32 27 -32 35 12 47 -12
11 28 39 -28 41 6 47 -6 23 22
45 -22 29 18 47 -18 -1 32 31 -32
-15 34 19 -34 -13 34 21 -34 43 4
47 -4 27 20 47 -20 1 32 33 -32
17 26 43 -26 -9 34 25 -34 39 10
49 -10 33 16 49 -16 41 8 49 -8
25 22 47 -22 3 32 35 -32 43 6
49 -6 19 26 45 -26 47 0 15 28
43 -28 29 20 49 -20 45 4 49 -4
11 30 41 -30 -17 36 19 -36 -13 36
23 -36 35 16 51 -16 47 2 49 -2
17 28 45 -28 21 26 47 -26 1 34
35 -34 25 24 49 -24 31 20 51 -20
-7 36 29 -36 9 32 41 -32 3 34
37 -34 -5 36 31 -36 29 22 51 -22
39 14 53 -14 37 16 53 -16 35 18
53 -18 11 32 43 -32 -17 38 21 -38
-15 38 23 -38 33 20 53 -20 -1 36
35 -36 -11 38 27 -38 13 32 45 -32
41 14 55 -14 39 16 55 -16 -7 38
31 -38 37 18 55 -18 29 24 53 -24
9 34 43 -34 51 2 53 -2 47 8
55 -8 19 30 49 -30 23 28 51 -28
15 32 47 -32 49 6 55 -6 5 36
41 -36 -19 40 21 -40 51 4 55 -4
43 14 57 -14 -1 38 37 -38 31 24
55 -24 47 10 57 -10 37 20 57 -20
1 38 39 -38 35 22 57 -22 -7 40
33 -40 3 38 41 -38 23 30 53 -30
43 16 59 -16 47 12 59 -12 41 18
59 -18 -3 40 37 -40 11 36 47 -36
31 26 57 -26 51 8 59 -8 -11 42
31 -42 7 38 45 -38 35 24 59 -24
29 28 57 -28 13 36 49 -36 45 16
61 -16 47 14 61 -14 43 18 61 -18
33 26 59 -26 41 20 61 -20 23 32
55 -32 19 34 53 -34 3 40 43 -40
-5 42 37 -42 39 22 61 -22 53 8
61 -8 57 2 59 -2 -21 44 23 -44
-17 44 27 -44 21 34 55 -34 -13 44
31 -44 59 0 29 30 59 -30 7 40
47 -40 53 10 63 -10 -9 44 35 -44
1 42 43 -42 33 28 61 -28 55 8
63 -8 59 2 61 -2 -7 44 37 -44
23 34 57 -34 19 36 55 -36 -5 44
39 -44 31 30 61 -30 49 16 65 -16
-19 46 27 -46 61 0 53 12 65 -12
-17 46 29 -46 11 40 51 -40 -15 46
31 -46 -13 46 33 -46 17 38 55 -38
57 8 65 -8 -11 46 35 -46 61 2
63 -2 13 40 53 -40 59 6 65 -6
1 44 45 -44 51 16 67 -16 49 18
67 -18 53 14 67 -14 31 32 63 -32
3 44 47 -44 57 10 67 -10 -5 46
41 -46 -19 48 29 -48 41 26 67 -26
11 42 53 -42 21 38 59 -38 29 34
63 -34 -13 48 35 -48 61 6 67 -6
-11 48 37 -48 47 22 69 -22 7 44
51 -44 13 42 55 -42 63 4 67 -4
59 10 69 -10 31 34 65 -34 61 8
69 -8 9 44 53 -44 65 2 67 -2
-21 50 29 -50 41 28 69 -28 51 20
71 -20 49 22 71 -22 25 38 63 -38
21 40 61 -40 65 4 69 -4 -13 50
37 -50 33 34 67 -34 45 26 71 -26
-1 48 47 -48 7 46 53 -46 43 28
71 -28 27 38 65 -38 23 40 63 -40
1 48 49 -48 55 18 73 -18 57 16
73 -16 51 22 73 -22 49 24 73 -24
-25 52 27 -52 47 26 73 -26 67 4
71 -4 63 10 73 -10 -17 52 35 -52
39 32 71 -32 29 38 67 -38 17 44
61 -44 59 16 75 -16 53 22 75 -22
-1 50 49 -50 -11 52 41 -52 61 14
75 -14 7 48 55 -48 13 46 59 -46
27 40 67 -40 -9 52 43 -52 23 42
65 -42 1 50 51 -50 35 36 71 -36
-25 54 29 -54 -23 54 31 -54 15 46
61 -46 67 8 75 -8 -19 54 35 -54
57 20 77 -20 61 16 77 -16 33 38
71 -38 53 24 77 -24 21 44 65 -44
-3 52 49 -52 43 32 75 -32 51 26
77 -26 17 46 63 -46 73 0 41 34
75 -34 7 50 57 -50 23 44 67 -44
47 30 77 -30 69 8 77 -8 35 38
73 -38 57 22 79 -22 73 2 75 -2
-7 54 47 -54 65 14 79 -14 9 50
59 -50 -19 56 37 -56 3 52 55 -52
67 12 79 -12 43 34 77 -34 21 46
67 -46 69 10 79 -10 73 4 77 -4
-15 56 41 -56 5 52 57 -52 71 8
