1
1 1 0 0 1 0 -5 -5 -5 -2
1 1 0 -1 1 1 16 -1 0 -28
0 1 0 0 0 1 5 0 6 0
0 0 1 0 0 0 -1 0 0 0
1 0 -1 1 1 1 -1 -1 0 0
0 0 -1 0 1 0 -10 0 -20 0
0 1 1 -1 0 1 5 9 18 2
0 0 -1 -1 0 0 1 0 -1 -1
1 1 1 1 0 0 0 -4 6 -4
1 0 -1 1 0 1 1 -24 -29 33
0 1 0 1 0 1 0 -1 1 0
0 0 0 0 0 0 -2 0 -1 0
1 0 1 0 1 0 0 0 0 0
0 0 1 -1 0 1 0 -1 0 0
1 0 0 1 0 1 5 -5 12 -4
1 1 0 -1 0 1 -1 0 0 -1
1 1 1 0 1 1 -1 4 -3 -4
1 0 1 1 1 1 0 1 0 0
0 1 1 0 0 1 0 0 0 0
1 0 1 0 0 1 1 -1 1 0
1 0 1 1 0 1 0 0 0 0
0 0 0 0 0 0 0 0 1 0
1 0 0 0 1 0 0 0 0 0
0 1 1 0 0 1 -2 0 -3 0
0 0 0 1 0 0 -1 2 -1 -1
0 0 1 0 1 0 -9 0 -15 0
1 0 -1 1 1 0 -5 -9 4 2
0 0 0 -1 0 1 10 -9 14 6
1 1 0 -1 1 1 0 -1 0 0
1 1 0 1 1 1 4 -1 0 -2
1 0 1 -1 1 0 0 -1 0 0
1 0 -1 -1 0 1 -10 13 2 26
1 0 0 -1 0 1 1 0 0 -1
1 1 -1 -1 1 0 -19 4 -4 13
1 0 0 0 0 0 1 0 0 0
0 1 -1 0 0 0 12 -16 -38 2
1 0 0 0 1 0 1 0 2 0
0 1 -1 1 1 1 0 -1 0 -1
0 0 0 -1 1 1 -1 0 0 0
0 0 0 0 0 0 0 0 0 0
