1
0 0 0 0 0 0 -1 0 0 0 
-1 -1 0 1 -1 -1 2 -1 0 -1
0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 11 0 0 14
0 0 1 -1 0 0 0 4 4 4
0 0 1 -1 0 0 -5 -6 -1 7
0 0 1 1 0 0 0 -4 4 -4
0 0 1 1 0 0 0 1 0 0
0 0 -1 -1 0 0 -5 6 1 7
0 0 -1 -1 0 0 5 6 -7 -1
0 0 0 0 0 0 0 -2 0 0
0 0 0 0 0 0 0 -22 28 -28
0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 22 -28 -28
0 0 0 -1 0 0 2 0 0 -2
0 0 -1 0 0 0 1 0 -1 0 
0 0 -1 0 0 0 11 -10 -23 -6
0 0 -1 0 0 0 11 10 -23 6
0 0 1 0 0 0 -2 0 -2 0
0 0 0 -1 0 0 -1 0 0 1
0 0 0 1 0 0 -11 10 6 -23
0 0 0 1 0 0 -11 -10 -6 -23
0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 -1 0 0
0 0 0 0 0 0 -2 0 0 0
0 0 0 0 0 0 2 0 0 0
0 0 -1 1 0 0 0 1 -1 -1
0 0 -1 -1 0 0 0 -1 -1 1
0 0 1 0 0 0 -3 0 1 0
0 0 0 1 0 0 3 0 0 -1
0 0 -1 0 0 0 1 0 0 0
-1 -1 0 -1 -1 -1 1 -1 0 -1
-1 -1 0 0 -1 -1 6 -1 0 -5
-1 -1 0 -1 -1 -1 16 -1 0 -28
0 0 0 -1 0 0 4 0 0 2
0 0 -1 0 0 0 -2 0 0 0
-1 -1 0 0 0 0 -2 0 0 -1
-1 -1 0 0 -1 -1 8 -1 0 -8
0 0 -1 1 0 0 -1 -1 1 0
0 0 1 -1 0 0 -1 -6 -5 3
0 0 -1 -1 0 0 -1 1 1 0
0 0 1 1 0 0 -1 6 -5 -3
0 0 -1 0 0 0 -4 0 -2 0
0 0 0 -1 0 0 2 0 0 0
0 0 0 1 0 0 -8 0 0 -8
0 0 0 1 0 0 32 0 0 -60
0 0 -1 -1 0 0 1 1 0 -1
0 0 -1 -1 0 0 1 6 -3 -5
0 0 0 -1 0 0 -1 0 0 0
0 0 0 -1 0 0 4 0 0 -4
0 0 0 -1 0 0 24 0 0 36
0 0 0 1 0 0 64 0 0 220
0 0 1 -1 0 0 1 -1 0 -1
0 0 -1 1 0 0 1 -6 -3 5
-1 -1 0 1 0 0 3 0 0 -1
0 0 0 0 0 0 0 0 27 0
0 0 0 0 0 0 0 0 1 0
-1 -1 0 1 -1 -1 33 -1 0 -58
0 0 0 0 0 0 6 0 7 0
-1 -1 0 1 0 0 9 0 0 -4
-1 -1 0 1 -1 -1 54 -1 0 -122
-1 -1 0 1 0 0 144 0 0 -598
0 0 0 0 -1 0 -30 0 63 0
0 0 0 0 0 -1 0 0 7 0
0 0 0 0 -1 0 0 0 0 0
0 0 0 0 0 -1 -270 0 1708 0
-1 0 -1 0 0 -1 -15 -14 -12 -27
0 -1 1 0 -1 0 0 1 0 1
0 -1 1 0 -1 0 15 31 -75 -2
0 -1 1 0 -1 -1 -1 -2 -1 -2
-1 0 -1 0 -1 -1 -2 13 8 13
-1 0 -1 0 -1 -1 133 283 -2152 -338
0 -1 1 0 -1 0 -15 13 12 -27
 
0 -1 1 0 -1 0 0 -2 0 -1
-1 0 -1 0 0 -1 15 -32 75 -2
-1 0 -1 0 -1 -1 -2 1 1 -2
-1 0 -1 0 -1 -1 -2 -14 8 -14
0 -1 1 0 -1 -1 134 -284 2152 -338
0 -1 1 0 0 -1 -28 0 53 0
0 -1 1 0 0 -1 2 0 1 0
-1 0 -1 0 -1 0 -14 0 29 0
-1 0 -1 0 0 0 -3 0 3 0
-1 0 -1 0 0 0 12 0 8 0
0 -1 1 0 0 0 -123 0 667 0
0 0 0 0 -1 -1 0 0 0 -14
0 0 0 0 -1 -1 0 0 0 -1
-1 -1 0 1 -1 -1 33 26 -108 77
-1 -1 0 1 -1 -1 3 -4 -2 -1
-1 -1 0 1 0 0 3 3 -5 4
-1 -1 0 1 0 0 33 -27 -81 -44
